zip,neighborhood,licenses_2014_25,provenance
98112,Madison Park / Montlake,9304,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98136,West Seattle / Fauntleroy,8611,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98133,Bitter Lake / Broadview,8542,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98119,Queen Anne,8444,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98109,Queen Anne / SLU,8186,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98102,Capitol Hill / Eastlake,7044,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98108,Georgetown / Beacon Hill,6108,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98177,Broadview / Blue Ridge,4934,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98121,Belltown,4083,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98146,White Center / Highland Park,3580,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98101,Downtown,2935,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98178,Rainier Beach,2738,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98104,Pioneer Square / ID,2246,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98168,Tukwila-adjacent,486,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98155,,431,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98166,,197,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98052,,151,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98040,,145,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98134,,145,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98034,,116,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98127,,97,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98198,,94,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98058,,91,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98028,,91,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98188,,89,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98004,,86,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98027,,74,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98033,,72,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98026,,71,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98164,,69,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98148,,66,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98003,,65,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98056,,63,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98036,,61,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98113,,61,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98012,,61,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98023,,58,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98043,,57,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98020,,54,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98139,,53,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98005,,51,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98165,,50,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98055,,50,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98006,,49,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98011,,47,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98110,,47,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98029,,46,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98059,,44,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98057,,43,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98826,,40,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98070,,40,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98021,,40,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98074,,38,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98065,,38,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98032,,37,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98203,,37,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98075,,36,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98037,,35,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98087,,35,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98204,,35,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98030,,35,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98270,,34,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98031,,34,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98507,,34,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98007,,33,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98312,,32,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98145,,32,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98111,,32,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98042,,32,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98382,,30,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98296,,30,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98208,,30,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98092,,30,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98072,,29,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98077,,29,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98175,,27,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98053,,27,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98038,,26,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98138,,25,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98249,,25,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98310,,25,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98275,,24,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98124,,24,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97703,,23,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98019,,23,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98503,,23,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98001,,22,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98008,,22,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98225,,20,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97702,,20,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98229,,19,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98370,,18,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98290,,18,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98367,,18,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98045,,18,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98272,,18,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
59715,,18,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98260,,17,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99208,,17,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98366,,16,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97215,,16,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98239,,16,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98407,,15,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98908,,15,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99362,,15,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98405,,15,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98942,,15,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98024,,15,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
60614,,14,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98236,,14,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98391,,14,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98346,,14,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98390,,14,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98862,,13,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98114,,13,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98002,,13,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
90277,,13,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98223,,13,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98406,,13,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98335,,12,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98404,,12,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
96771,,12,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98201,,12,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98273,,11,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98010,,11,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98256,,11,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98258,,11,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98230,,10,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92024,,10,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
93446,,10,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98604,,10,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
81507,,10,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
85351,,10,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97405,,10,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98195,,10,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98022,,9,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92103,,9,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
59922,,9,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98363,,9,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98466,,9,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98584,,9,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98250,,9,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98408,,9,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98271,,9,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98375,,9,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92262,,9,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98640,,9,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98362,,8,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98245,,8,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98261,,8,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99205,,8,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98226,,8,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98502,,8,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
17019,,7,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92264,,7,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98368,,7,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98147,,7,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98501,,7,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98365,,7,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92037,,7,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
93012,,7,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98017,,7,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98422,,7,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97068,,7,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
54481,,7,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98373,,7,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
02067,,7,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94549,,7,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98311,,7,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98215,,7,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98409,,6,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92210,,6,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98044,,6,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98901,,6,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
61614,,6,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80526,,6,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
59808,,6,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98282,,6,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98221,,6,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99810,,6,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98506,,6,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98725,,6,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98321,,6,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98513,,6,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80525,,6,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98661,,6,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
02141,,6,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99336,,6,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
93215,,6,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98371,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99203,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92143,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98013,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98128,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98557,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
89146,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98516,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92130,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98592,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
32903,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99163,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
87114,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99206,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
27703,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98340,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
74137,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
38103,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
